arr_flights,security_ct,carrier_ct,arr_cancelled,arr_diverted,arr_del15,weather_ct,nas_ct,late_aircraft_ct
675.00,0.00,29.61,0.00,1.00,101.00,1.64,14.01,55.74
701.00,1.00,33.12,1.00,0.00,100.00,0.53,10.32,55.04
620.00,0.00,25.96,4.00,3.00,85.00,1.36,13.36,44.32
624.00,0.79,25.87,2.00,0.00,94.00,1.00,13.33,53.01
623.00,0.00,39.75,3.00,0.00,167.00,0.00,25.33,101.92
591.00,0.00,25.89,1.00,0.00,103.00,0.22,12.17,64.72
623.00,0.11,34.03,25.00,1.00,104.00,0.00,13.62,56.24
581.00,0.77,22.68,8.00,0.00,66.00,2.40,7.63,32.52
604.00,0.00,31.51,9.00,0.00,109.00,4.48,20.54,52.47
596.00,0.00,38.59,0.00,2.00,150.00,6.46,30.38,74.58
584.00,1.02,30.48,1.00,2.00,133.00,5.69,27.89,67.92
599.00,0.04,24.17,0.00,0.00,94.00,1.72,24.86,43.22
582.00,0.00,14.82,0.00,0.00,72.00,0.57,21.76,34.85
608.00,0.19,21.57,0.00,0.00,137.00,1.60,33.92,79.72
548.00,0.41,17.72,0.00,0.00,104.00,0.81,23.16,61.90
597.00,1.00,29.79,2.00,0.00,128.00,1.74,21.40,74.06
594.00,4.05,39.72,1.00,0.00,172.00,0.81,24.36,103.07
561.00,0.00,28.94,0.00,0.00,99.00,1.31,12.86,55.89
595.00,1.94,17.46,0.00,0.00,100.00,2.12,24.86,53.62
572.00,1.86,15.57,68.00,7.00,73.00,2.34,13.77,39.45
603.00,0.00,25.39,8.00,8.00,149.00,5.00,34.75,83.86
595.00,0.17,27.56,2.00,3.00,147.00,3.19,28.94,87.15
579.00,0.48,23.33,1.00,1.00,185.00,4.90,44.09,112.21
581.00,0.03,25.41,0.00,0.00,143.00,1.69,15.75,100.12
573.00,0.55,18.00,0.00,0.00,132.00,2.24,24.53,86.68
600.00,0.00,27.22,0.00,0.00,117.00,0.00,17.06,72.72
558.00,0.17,32.32,0.00,0.00,121.00,0.05,21.34,67.12
590.00,0.00,13.76,5.00,1.00,87.00,0.84,17.98,54.43
590.00,0.00,19.88,0.00,0.00,81.00,0.25,14.51,46.37
564.00,0.00,9.24,0.00,1.00,64.00,1.65,12.81,40.30
600.00,2.53,15.90,1.00,0.00,60.00,0.00,9.92,31.65
579.00,0.28,12.30,5.00,0.00,54.00,3.43,10.54,27.44
596.00,1.30,16.81,1.00,0.00,86.00,6.68,17.20,44.01
597.00,0.00,19.54,0.00,0.00,113.00,2.35,27.48,63.64
580.00,1.49,10.97,2.00,0.00,101.00,4.31,23.67,60.56
